           t              x              v              P              E             dE/E0
    0.000000      -0.500000       0.000000       0.420839       0.420839          0.000000
    0.005000      -0.499973       0.010695       0.420782       0.420839         -0.000000
    0.010000      -0.499893       0.021389       0.420611       0.420839          0.000000
    0.015000      -0.499759       0.032078       0.420325       0.420839          0.000000
    0.020000      -0.499572       0.042761       0.419925       0.420839          0.000000
    0.025000      -0.499332       0.053436       0.419412       0.420839          0.000000
    0.030000      -0.499038       0.064101       0.418785       0.420839          0.000000
    0.035000      -0.498691       0.074754       0.418045       0.420839          0.000000
    0.040000      -0.498290       0.085392       0.417193       0.420839          0.000000
    0.045000      -0.497837       0.096015       0.416230       0.420839          0.000000
    0.050000      -0.497330       0.106619       0.415155       0.420839          0.000000
    0.055000      -0.496771       0.117204       0.413971       0.420839          0.000000
    0.060000      -0.496158       0.127766       0.412677       0.420839          0.000000
    0.065000      -0.495493       0.138305       0.411275       0.420839          0.000000
    0.070000      -0.494775       0.148817       0.409766       0.420839          0.000000
    0.075000      -0.494005       0.159302       0.408151       0.420839          0.000000
    0.080000      -0.493182       0.169757       0.406431       0.420839          0.000000
    0.085000      -0.492307       0.180180       0.404607       0.420839          0.000000
    0.090000      -0.491381       0.190570       0.402681       0.420839          0.000000
    0.095000      -0.490402       0.200925       0.400654       0.420839          0.000000
    0.100000      -0.489371       0.211242       0.398528       0.420839          0.000000
    0.105000      -0.488289       0.221521       0.396304       0.420839          0.000000
    0.110000      -0.487156       0.231758       0.393983       0.420839          0.000000
    0.115000      -0.485972       0.241953       0.391569       0.420839          0.000000
    0.120000      -0.484737       0.252104       0.389061       0.420839          0.000000
    0.125000      -0.483451       0.262209       0.386463       0.420839          0.000000
    0.130000      -0.482115       0.272266       0.383775       0.420839          0.000000
    0.135000      -0.480728       0.282274       0.381000       0.420839          0.000000
    0.140000      -0.479292       0.292231       0.378140       0.420839          0.000000
    0.145000      -0.477806       0.302135       0.375197       0.420839          0.000000
    0.150000      -0.476271       0.311985       0.372172       0.420839          0.000000
    0.155000      -0.474686       0.321779       0.369069       0.420839          0.000000
    0.160000      -0.473053       0.331516       0.365888       0.420839          0.000000
    0.165000      -0.471371       0.341194       0.362633       0.420839          0.000000
    0.170000      -0.469641       0.350812       0.359305       0.420839          0.000000
    0.175000      -0.467863       0.360368       0.355907       0.420839          0.000000
    0.180000      -0.466038       0.369861       0.352441       0.420839          0.000000
    0.185000      -0.464165       0.379289       0.348909       0.420839          0.000000
    0.190000      -0.462245       0.388652       0.345314       0.420839          0.000000
    0.195000      -0.460278       0.397948       0.341658       0.420839          0.000000
    0.200000      -0.458266       0.407175       0.337943       0.420839          0.000000
    0.205000      -0.456207       0.416333       0.334173       0.420839          0.000000
    0.210000      -0.454102       0.425420       0.330348       0.420839          0.000000
    0.215000      -0.451953       0.434435       0.326472       0.420839          0.000000
    0.220000      -0.449758       0.443377       0.322548       0.420839          0.000000
    0.225000      -0.447519       0.452244       0.318577       0.420839          0.000000
    0.230000      -0.445236       0.461036       0.314562       0.420839          0.000000
    0.235000      -0.442909       0.469752       0.310506       0.420839          0.000000
    0.240000      -0.440538       0.478391       0.306410       0.420839          0.000000
    0.245000      -0.438125       0.486951       0.302279       0.420839          0.000000
    0.250000      -0.435669       0.495432       0.298113       0.420839          0.000000
    0.255000      -0.433171       0.503833       0.293916       0.420839          0.000000
    0.260000      -0.430631       0.512153       0.289689       0.420839          0.000000
    0.265000      -0.428050       0.520391       0.285436       0.420839          0.000000
    0.270000      -0.425427       0.528546       0.281159       0.420839          0.000000
    0.275000      -0.422764       0.536619       0.276859       0.420839          0.000000
    0.280000      -0.420061       0.544607       0.272541       0.420839          0.000000
    0.285000      -0.417318       0.552510       0.268205       0.420839          0.000000
    0.290000      -0.414536       0.560329       0.263855       0.420839          0.000000
    0.295000      -0.411715       0.568061       0.259493       0.420839          0.000000
    0.300000      -0.408856       0.575706       0.255120       0.420839          0.000000
    0.305000      -0.405958       0.583265       0.250740       0.420839          0.000000
    0.310000      -0.403023       0.590736       0.246355       0.420839          0.000000
    0.315000      -0.400051       0.598119       0.241966       0.420839          0.000000
    0.320000      -0.397042       0.605413       0.237577       0.420839          0.000000
    0.325000      -0.393997       0.612618       0.233189       0.420839          0.000000
    0.330000      -0.390916       0.619734       0.228804       0.420839          0.000000
    0.335000      -0.387800       0.626761       0.224425       0.420839          0.000000
    0.340000      -0.384649       0.633698       0.220053       0.420839          0.000000
    0.345000      -0.381463       0.640544       0.215691       0.420839          0.000000
    0.350000      -0.378243       0.647300       0.211341       0.420839          0.000000
    0.355000      -0.374990       0.653965       0.207004       0.420839          0.000000
    0.360000      -0.371704       0.660539       0.202683       0.420839          0.000000
    0.365000      -0.368385       0.667023       0.198380       0.420839          0.000000
    0.370000      -0.365034       0.673415       0.194095       0.420839          0.000000
    0.375000      -0.361651       0.679716       0.189832       0.420839          0.000000
    0.380000      -0.358237       0.685926       0.185592       0.420839          0.000000
    0.385000      -0.354792       0.692044       0.181377       0.420839          0.000000
    0.390000      -0.351316       0.698071       0.177188       0.420839          0.000000
    0.395000      -0.347811       0.704006       0.173027       0.420839          0.000000
    0.400000      -0.344277       0.709851       0.168895       0.420839          0.000000
    0.405000      -0.340713       0.715604       0.164795       0.420839          0.000000
    0.410000      -0.337121       0.721266       0.160727       0.420839          0.000000
    0.415000      -0.333500       0.726836       0.156694       0.420839          0.000000
    0.420000      -0.329852       0.732316       0.152696       0.420839          0.000000
    0.425000      -0.326177       0.737706       0.148735       0.420839          0.000000
    0.430000      -0.322476       0.743004       0.144812       0.420839          0.000000
    0.435000      -0.318747       0.748213       0.140928       0.420839          0.000000
    0.440000      -0.314994       0.753331       0.137085       0.420839          0.000000
    0.445000      -0.311214       0.758360       0.133285       0.420839          0.000000
    0.450000      -0.307410       0.763298       0.129527       0.420839          0.000000
    0.455000      -0.303581       0.768148       0.125813       0.420839          0.000000
    0.460000      -0.299729       0.772909       0.122145       0.420839          0.000000
    0.465000      -0.295853       0.777581       0.118523       0.420839          0.000000
    0.470000      -0.291953       0.782165       0.114948       0.420839          0.000000
    0.475000      -0.288031       0.786661       0.111422       0.420839          0.000000
    0.480000      -0.284087       0.791069       0.107944       0.420839          0.000000
    0.485000      -0.280120       0.795391       0.104516       0.420839          0.000000
    0.490000      -0.276133       0.799626       0.101139       0.420839          0.000000
    0.495000      -0.272124       0.803774       0.097813       0.420839          0.000000
    0.500000      -0.268095       0.807837       0.094539       0.420839          0.000000
    0.505000      -0.264046       0.811815       0.091318       0.420839          0.000000
    0.510000      -0.259977       0.815707       0.088150       0.420839         -0.000000
    0.515000      -0.255889       0.819516       0.085036       0.420839         -0.000000
    0.520000      -0.251782       0.823240       0.081977       0.420839         -0.000000
    0.525000      -0.247657       0.826882       0.078972       0.420839         -0.000000
    0.530000      -0.243514       0.830441       0.076024       0.420839         -0.000000
    0.535000      -0.239353       0.833917       0.073131       0.420839         -0.000000
    0.540000      -0.235175       0.837312       0.070294       0.420839         -0.000000
    0.545000      -0.230980       0.840626       0.067514       0.420839         -0.000000
    0.550000      -0.226768       0.843859       0.064790       0.420839         -0.000000
    0.555000      -0.222541       0.847012       0.062124       0.420839         -0.000000
    0.560000      -0.218298       0.850087       0.059516       0.420839         -0.000000
    0.565000      -0.214041       0.853082       0.056965       0.420839         -0.000000
