           t              x              v              P              E             dE/E0
    0.000000      -0.500000       0.000000       0.210420       0.210420          0.000000
    0.010000      -0.499947       0.010695       0.210362       0.210420         -0.000000
    0.020000      -0.499786       0.021386       0.210191       0.210420          0.000000
    0.030000      -0.499519       0.032069       0.209905       0.210420          0.000000
    0.040000      -0.499145       0.042739       0.209506       0.210420          0.000000
    0.050000      -0.498664       0.053394       0.208994       0.210420          0.000000
    0.060000      -0.498077       0.064028       0.208370       0.210420          0.000000
    0.070000      -0.497384       0.074638       0.207634       0.210420          0.000000
    0.080000      -0.496584       0.085220       0.206788       0.210420          0.000000
    0.090000      -0.495679       0.095771       0.205834       0.210420          0.000000
    0.100000      -0.494669       0.106285       0.204771       0.210420          0.000000
    0.110000      -0.493554       0.116759       0.203603       0.210420          0.000000
    0.120000      -0.492334       0.127190       0.202331       0.210420          0.000000
    0.130000      -0.491010       0.137574       0.200956       0.210420          0.000000
    0.140000      -0.489583       0.147907       0.199481       0.210420          0.000000
    0.150000      -0.488052       0.158185       0.197908       0.210420          0.000000
    0.160000      -0.486419       0.168404       0.196240       0.210420          0.000000
    0.170000      -0.484684       0.178563       0.194477       0.210420          0.000000
    0.180000      -0.482848       0.188656       0.192624       0.210420          0.000000
    0.190000      -0.480911       0.198680       0.190683       0.210420          0.000000
    0.200000      -0.478875       0.208633       0.188656       0.210420          0.000000
    0.210000      -0.476739       0.218510       0.186546       0.210420          0.000000
    0.220000      -0.474505       0.228310       0.184357       0.210420          0.000000
    0.230000      -0.472173       0.238028       0.182091       0.210420          0.000000
    0.240000      -0.469745       0.247662       0.179751       0.210420          0.000000
    0.250000      -0.467220       0.257209       0.177341       0.210420          0.000000
    0.260000      -0.464601       0.266666       0.174864       0.210420          0.000000
    0.270000      -0.461887       0.276030       0.172323       0.210420          0.000000
    0.280000      -0.459080       0.285299       0.169722       0.210420          0.000000
    0.290000      -0.456181       0.294471       0.167063       0.210420          0.000000
    0.300000      -0.453191       0.303542       0.164351       0.210420          0.000000
    0.310000      -0.450111       0.312510       0.161588       0.210420          0.000000
    0.320000      -0.446941       0.321374       0.158779       0.210420          0.000000
    0.330000      -0.443684       0.330131       0.155926       0.210420          0.000000
    0.340000      -0.440339       0.338779       0.153034       0.210420          0.000000
    0.350000      -0.436909       0.347317       0.150105       0.210420          0.000000
    0.360000      -0.433393       0.355741       0.147144       0.210420          0.000000
    0.370000      -0.429794       0.364052       0.144153       0.210420          0.000000
    0.380000      -0.426113       0.372246       0.141136       0.210420          0.000000
    0.390000      -0.422350       0.380322       0.138097       0.210420          0.000000
    0.400000      -0.418507       0.388280       0.135039       0.210420          0.000000
    0.410000      -0.414584       0.396117       0.131965       0.210420          0.000000
    0.420000      -0.410585       0.403833       0.128879       0.210420          0.000000
    0.430000      -0.406508       0.411426       0.125784       0.210420          0.000000
    0.440000      -0.402356       0.418895       0.122683       0.210420          0.000000
    0.450000      -0.398131       0.426240       0.119579       0.210420          0.000000
    0.460000      -0.393832       0.433459       0.116476       0.210420          0.000000
    0.470000      -0.389462       0.440552       0.113377       0.210420          0.000000
    0.480000      -0.385021       0.447518       0.110284       0.210420          0.000000
    0.490000      -0.380512       0.454356       0.107200       0.210420          0.000000
    0.500000      -0.375935       0.461066       0.104129       0.210420          0.000000
    0.510000      -0.371291       0.467648       0.101072       0.210420          0.000000
    0.520000      -0.366582       0.474101       0.098034       0.210420          0.000000
    0.530000      -0.361810       0.480425       0.095015       0.210420          0.000000
    0.540000      -0.356974       0.486620       0.092020       0.210420          0.000000
    0.550000      -0.352078       0.492686       0.089050       0.210420          0.000000
    0.560000      -0.347121       0.498623       0.086107       0.210420          0.000000
